log_file,task,model_a,model_b,question,category,value,answer_a,answer_b,turn_matched,total_turns,match_type,all_answers_a,all_answers_b
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Name a letter of the alphabet.,abstract,C,A,A,1,1,exact,A,A
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Name a letter of the alphabet.,abstract,C,A,A,1,1,exact,A,A
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a word.,abstract,C,apple,apple,1,1,exact,apple,apple
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,I,December 25,July 4th,-1,5,no_match,July 4th|December 25|December 25|July 4th|December 25,December 25|July 4th|July 4th|December 25|July 4th
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1st,January 1st,4,4,exact,January 1st|January 1|January 1st|January 1st,January 1|January 1st|January 1|January 1st
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,I,January 1,July 4th,-1,5,no_match,July 4th|January 1|January 1|July 4th|January 1,January 1|July 4th|July 4th|January 1|July 4th
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1,January 1,3,3,exact,January 1st|January 1|January 1,January 1|January 1st|January 1
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,July 4th,July 4th,3,3,exact,July 4th|January 1|July 4th,January 1|July 4th|July 4th
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1st,January 1st,4,4,exact,January 1st|January 1|January 1st|January 1st,January 1|January 1st|January 1|January 1st
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1st,January 1st,4,4,exact,January 1st|January 1|January 1st|January 1st,January 1|January 1st|January 1|January 1st
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1,January 1,3,3,exact,January 1st|January 1|January 1,January 1|January 1st|January 1
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1st,January 1,-1,5,semantic,January 1st|January 1|January 1st|January 1|January 1st,January 1|January 1st|January 1|January 1st|January 1
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a date.,abstract,C,January 1st,January 1st,4,4,exact,January 1st|January 1|January 1st|January 1st,January 1|January 1st|January 1|January 1st
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,3,3,exact,42|17|42,17|42|42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,I,37,69,-1,5,no_match,- 69 (often chosen|37|37|69|37,37|69|69|37|69
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,5,5,exact,42|40|40|42|42,37|42|42|40|42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,1,1,exact,42,42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 2-digit number.,number_digits,C,42,42,3,3,exact,42|37|42,37|42|42
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,I,7,777,-1,5,no_match,777|7|7|777|7,123|777|777|7|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,777,777,2,2,exact,777|777,123|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,777,777,3,3,exact,777|123|777,123|777|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,I,123,777,-1,5,no_match,777|123|777|777|123,123|777|123|123|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,I,777,7,-1,5,no_match,777|7|7|777|777,123|777|777|7|7
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,777,777,1,1,exact,777,777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,7,7,3,3,exact,777|7|7,123|777|7
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,777,777,3,3,exact,777|7|777,123|777|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,7,7,3,3,exact,777|7|7,123|777|7
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 3-digit number.,number_digits,C,777,777,4,4,exact,777|123|42|777,123|777|777|777
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 4-digit number.,number_digits,C,1234,1234,1,1,exact,1234,1234
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 5-digit number.,number_digits,C,12345,12345,1,1,exact,12345,12345
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T05-44-19+00-00_schelling_dJHtACMF7nzkHbjZfUJKx6.eval,schelling,claude-sonnet-4-6,gpt-5-mini,Pick a 6-digit number.,number_digits,C,123456,123456,1,1,exact,123456,123456
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,Blue,Blue,3,3,exact,red|Blue|Blue,Blue|red|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,blue,Blue,1,1,exact,blue,Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,I,Red,I will guess Blue.,-1,5,no_match,blue|Red|Blue|Red|Red,Red|Green|Red|Blue|I will guess Blue.
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,blue,Blue,1,1,exact,blue,Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,blue,Blue,1,1,exact,blue,Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,red,red,4,4,exact,red|blue|red|red,"Blue|Let's go with ""red"". It's the simplest path to convergence, assuming the other player's primary goal is also convergence and they might stick to their last choice for one more round to establish a common answer.|blue|red"
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,blue,Blue,1,1,exact,blue,Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,Blue,Blue,4,4,exact,red|Blue|red|Blue,Blue|red|Blue|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,Red,Red,3,3,exact,blue|Red|Red,Red|Blue|Red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a color.,simple,C,blue,Blue,1,1,exact,blue,Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a number from 1 to 10.,simple,C,7,7,1,1,exact,7,7
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,Blue,Blue,4,4,exact,red|Blue|Green|Blue,Blue|Green|Blue|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,red,Red,1,1,exact,red,Red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,Blue,Blue,5,5,exact,red|blue|Red|Blue|Blue,Blue|Yellow|Blue|Red|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,I,green,Red,-1,5,no_match,red|blue|blue|red|green,Blue|red|red|blue|Red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,Blue,Blue,3,3,exact,red|Blue|Blue,Blue|red|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,I,green,red,-1,5,no_match,red|Blue|Blue|red|green,Blue|red|red|Blue|red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,I,Blue,red,-1,5,no_match,red|Blue|Blue|red|Blue,Blue|red|red|Blue|red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,Blue,Blue,4,4,exact,red|Blue|Green|Blue,Blue|Green|Blue|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,Blue,Blue,4,4,exact,red|Blue|Green|Blue,Blue|Green|Blue|Blue
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name a primary color.,simple,C,red,Red,1,1,exact,red,Red
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Pick a shape.,simple,C,circle,Circle,1,1,exact,circle,Circle
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
2026-03-12T06-02-28+00-00_schelling_3Pj2AQxgfM4PFfSbdP2f3A.eval,schelling,claude-sonnet-4-6,gemini-2.5-flash,Name an even number between 1 and 100.,simple,C,50,50,1,1,exact,50,50
